,tma
345,0.15620718773455353
8260,0.05530771642555704
9479,0.052381671741235925
6314,0.05984684519255672
6882,0.06854306978006351
7816,5.8985581683591714e-05
5811,0.015256730000484362
72,0.09081234021372464
6261,0.05359416361715818
8096,0.05918969536669862
1692,0.08358154618379607
3291,0.09105821297623894
2961,0.13845503169796913
2010,0.09172002190458584
2589,0.21008502080838945
8423,0.07764106335616425
2434,0.1315767946091662
1421,0.14985390005570998
7782,0.07633995219338421
8298,0.04604809694436477
5835,0.03215689168689848
4200,0.09300987300820136
3374,0.08361811816415253
3176,0.15877532605526465
8332,0.0647031278348704
6193,0.03667690513332286
6118,0.04449227216316362
5906,0.04745124741455449
2695,0.1695615045834307
8803,0.016684286013680587
4146,0.0922687534378169
438,0.12067234766992008
2968,0.14467752357670016
1932,0.08339626248381135
6385,0.010945097267999429
9213,0.05471455231726389
9093,0.05670290420353464
654,0.08010182360783401
8131,0.059223993719877986
9183,0.049995286493617605
5767,0.06896377458680952
7042,1.1854902271290673e-05
6616,0.012541342510922562
6539,0.012577160212909302
8877,0.017773719054426148
2593,0.13504724491235792
5795,0.0172335778792889
5222,0.029645885384316232
8872,0.012253859870474105
538,0.15244395378132602
4796,0.04561136163917134
4397,0.13448959412286862
1604,0.08366181159856179
9281,0.060828608174705125
4590,0.15127567968599728
6275,0.033924485643992995
9380,0.07845122862713319
9032,0.00011746797117425169
7745,0.07194783850981011
6120,0.07018398339905871
1566,0.08306775124589885
8909,0.0060680336513184155
2916,0.10245220527640037
3737,0.08355753872903865
987,0.13325869979639735
7868,2.6432518785586732e-05
3526,0.08451854526379653
4084,0.22637465994033
3553,0.23490119344066354
3862,0.0819605685230595
2256,0.10716499835742728
4887,0.0756505970703239
8422,0.037148785676210085
6201,0.05380211381444633
5590,0.05290237904234662
6498,0.01251962291707092
3975,0.09182510020662953
9144,0.06726558515353598
6633,0.013601462638711058
8900,0.057332330284586175
1909,0.13306165976774328
285,0.1602076327812068
314,0.12861194127650707
1721,0.08342341774845538
968,0.11156080152740157
458,0.12050943897245835
680,0.09061238004895623
2479,0.09624684582964868
8109,0.0469092209149044
1960,0.19408946050596146
6240,0.034394587844178204
3354,0.2322580881290769
7759,0.07239031122408822
1525,0.13145339495028152
2723,0.1107234419514498
7889,6.045699539752513e-05
4009,0.2435179504003229
58,0.08446730461039888
1681,0.0833779195234488
3426,0.23060093390618186
862,0.19765593342193813
3860,0.11859642282531807
5732,0.04054870927282357
779,0.15934939153162744
3361,0.09477989833634706
6785,-7.064176286462614e-05
8978,0.015358874954519791
3344,0.14428902908895774
8911,0.01022544055053458
2809,0.19994189567897755
3376,0.10145866413909697
1326,0.14936266701258444
8560,0.025778498592109258
5871,0.028627354317063473
7692,0.07672333575534519
2634,0.08824189917146197
4033,0.08022300733729233
6513,0.016772068614427354
9040,0.003362612623543477
4257,0.08796929710332735
8756,0.017030338145342185
4747,0.1547349706507431
3979,0.11673813586282256
1548,0.08316626933160526
607,0.09911363280213033
716,0.1297905418469125
4114,0.09312485173341818
3908,0.09901429714869707
3556,0.14578093527914446
3583,0.08654830596065614
2261,0.1753462109330136
5041,0.06969104247711376
1785,0.08363947504472831
4330,0.10316509161481316
3100,0.15645218873127598
6271,0.06391893595173924
3695,0.10449910216392763
2067,0.12621097746210788
8977,0.0633402413617414
3085,0.1587293149553598
6092,0.07795636082847228
8273,0.053122164176626636
419,0.12349697028362028
3177,0.14388151998626753
9083,-0.00015113602890674916
3813,0.10068256942748201
6534,0.012357142356601798
1089,0.09044529058834698
4152,0.2476807546152285
4862,0.06432478474934815
1155,0.08010889806093205
1794,0.08363518880141751
5673,0.02496326996454973
2742,0.08560405903819998
1828,0.08307798495843144
5510,0.07813538051957702
6414,0.016804959448518446
6510,0.011048002001666208
5570,0.011117919409853015
2779,0.13487283952912285
8327,0.048315477230761336
4276,0.2478867410282584
3657,0.09228146305430797
6467,0.01112759333353916
5344,0.04553833506203625
1503,0.1424748791063686
5546,0.04335019119500148
9162,0.060296880229902726
1342,0.13944431225409434
7856,2.9368892315713666e-05
3332,0.2195719553886236
5629,0.04203621767300825
2491,0.08425557888904721
5125,0.06844626203760064
9111,0.04981211156472468
9115,0.06959338704317912
6685,-4.293920782221213e-06
6748,0.0280359860787234
8833,0.014392769112540315
3259,0.14287368876061393
7336,0.07830129962308655
1256,0.1526177132229332
1554,0.08332265399015691
5018,0.06609471895859109
2735,0.13661955551417146
7367,0.07701591110786797
4247,0.2377037368456979
8608,0.006002995072792053
1232,0.12481107089352067
7152,0.0663741801555166
6858,0.052073170266056776
6174,0.05653501611421111
1784,0.08120784284517375
3227,0.09152767578390188
2192,0.1875954898384274
8640,0.07804735335200416
4869,0.0721140917633649
8256,0.0736401696931795
1570,0.08031578591388826
7412,0.07899889399450327
4606,0.12252812188055788
3957,0.1039149077719458
8653,0.006220863678400838
5620,0.0398862242127451
5328,0.02659843448327629
3913,0.08040551472249106
1727,0.0835782162153317
4268,0.0835426740540923
2847,0.12387123758135925
730,0.15281899689560627
3555,0.0814254869055873
6796,0.004009781448692607
121,0.14395605863116512
2887,0.15067191844356193
9074,0.01004607396908487
4446,0.1612466750279105
2068,0.17839497427681625
6319,0.05190609201957142
1305,0.14864494088989724
1347,0.15524798671094672
2393,0.0835571612944804
9449,0.07319878217632109
4244,0.24771732290133794
6194,0.034267907451535976
4560,0.15201600618364486
1938,0.13276122306721644
7158,0.05821229009836704
717,0.0958536227193263
4783,0.04127827265561266
4028,0.19860139659785125
8072,0.0391825866562948
2423,0.08204994609595254
6348,0.01668187301503659
4826,0.07599539092194499
4425,0.20154135205935134
6984,1.4390575812576864e-05
2721,0.13028306891151342
962,0.08516210957283532
306,0.15585940725401415
3228,0.0908134627372658
1418,0.12937298737009914
6908,0.054317572379889184
7953,5.875038087158138e-05
1295,0.12715692757212282
7546,0.07980479402727322
5683,0.06361406100417205
2018,0.1942734290551681
4899,0.07922363907671902
5991,0.05348714068500494
6673,-1.2402304916874467e-05
4892,0.0574221373443681
2514,0.1417688767174652
3897,0.09056005359049972
4346,0.2311253822339483
7327,0.077412269368514
422,0.12580424483130948
4467,0.1498447554016362
4652,0.13633046766522974
2309,0.08045294635333794
4422,0.15068065034716846
251,0.1362690957735914
1429,0.12362125057868267
1614,0.0827211104559359
1416,0.13966825946559752
9202,0.0673466853426044
9244,0.056090826148265466
8551,0.035288214419421204
2643,0.13963383826358788
8057,0.05925487247569839
6343,0.015574692107482675
3046,0.14902505441132932
34,0.09080459696438592
2976,0.12492836838668298
7159,0.06512858419912577
1251,0.14369638629049156
2043,0.1844774585029484
3543,0.09746873084286947
2828,0.14304429704757562
5488,0.02801729636937857
1457,0.15109191511439068
5086,0.04151361644700745
4872,0.039835528596471305
1971,0.18527965905000066
4503,0.11669724852992665
2000,0.08679433172123527
2334,0.0848569113178581
5458,0.04126946220307544
5468,0.030956500571760377
9404,0.0595573110863831
7172,0.03363318723573685
8672,0.01897579588772085
9045,0.028979606814703626
279,0.15951834211234409
1211,0.1380732824954134
4238,0.23149135032861465
5126,0.06434323055988098
9440,0.06010113752820138
7185,0.028568318679905145
1331,0.1449311953608525
6763,0.0014736721733924648
8870,0.010981269730365286
7865,2.972525931589536e-05
6729,0.0035539236893194406
6843,-6.591000234761295e-06
9458,0.060166187060525664
1533,0.1222412261093092
1330,0.12535502247834698
1113,0.1871419132642607
4137,0.09285441500212538
7552,0.07750726254020934
9090,0.010750069779147784
3492,0.08466961044256305
2076,0.18736824168325994
4555,0.1249505263603507
7664,5.524188464145666e-05
2956,0.15061064544220448
6254,0.05187965709262308
7150,0.06837556718055586
5220,0.021890491792295536
1745,0.08097342982287026
5247,0.041206917194501085
3660,0.1185251186116598
237,0.09164724682549467
5152,0.02118199827725197
9482,0.07866413346808464
554,0.13330613466623295
8549,0.005998048254255375
5591,0.003250840488592187
932,0.14695364571962186
8793,-9.605869739388137e-06
6087,0.051639669643785684
7674,6.327971346291863e-05
1574,0.0834971115644695
8401,0.005993154697931278
2913,0.12135470571206056
201,0.09612950342466783
5385,0.022893680233582858
5900,0.01754649364016351
7244,0.07886861319218834
6181,0.04757665382050505
4488,0.1874239210279116
2349,0.08244569647010765
7914,2.901037031596963e-05
4640,0.1126669039582996
2057,0.08616274855385428
745,0.0829532479265779
2965,0.09345778535875217
1356,0.12653055835758684
5476,0.027393910845865045
4521,0.15824072670663195
4148,0.09282551288270836
2796,0.10494256155603776
5031,0.0566441492091268
6331,0.010971218255693402
2338,0.08868418829514854
141,0.08893210977145806
3439,0.23497252531576315
5616,0.017175967948204682
6625,0.022040410796538863
2590,0.09575265881304736
6731,0.004395209736021179
5749,0.04238194307895378
9155,0.049684541323495895
347,0.09787397687014324
7742,0.06823332254872233
6300,0.06363066806078012
7267,0.07908845506228691
6209,0.0548295423393851
5674,0.03079687649018965
6788,0.0038037412488915287
1711,0.08365965360854109
6096,0.052360383770511526
5840,0.017535498132974392
8623,0.006064308749523179
4534,0.1816398321414024
2717,0.09805648043450267
8947,-0.00016652837367548234
6161,0.03597721815777179
4937,0.07542870846998602
2623,0.1948714721424929
1095,0.1517178515396663
3247,0.0903817341227342
5000,0.04543976181024415
1377,0.13883975804746035
2127,0.0913359420567176
2325,0.08225154415982573
2710,0.2087501658980188
8755,0.004730998885626839
6023,0.03673320341016632
8713,0.006824444578049942
3724,0.11152523292601292
7732,6.34111595584454e-05
2037,0.10690068641407477
6479,0.016674874755404225
5508,0.029589561287001975
3618,0.09796254097886496
4626,0.2163315826311237
8752,0.0129531967284706
5798,0.025459289282944268
5682,0.030437814549242118
3035,0.1521110766694933
5084,0.06838785187447526
7317,0.07622981586331
6309,0.04860233389455538
9310,0.05143989357414063
6036,0.035411226836547766
6091,0.03424614092307049
6641,0.011239544582050905
6340,0.02459319652641057
3484,0.23331049501974616
5606,0.016304230978303146
3287,0.22806634880920576
5733,0.032150818606649555
8950,0.010282106723517127
8753,0.030043807753772574
7210,0.07619114962306997
5905,0.032590488766564764
1913,0.11312020887636395
1651,0.08288093709139388
2176,0.18558579144477108
5953,0.0630267557806265
94,0.09740355643335977
551,0.15242083674591494
1610,0.08313827200388131
8559,0.042815157715724535
7380,0.07824132740474082
8343,0.005980514429787792
7007,0.0015154401987423221
4970,0.06611951563233229
6857,0.031401510660423015
6222,0.04863797162230697
2959,0.14151059561927615
2537,0.13742745750285054
166,0.08795115103138712
9046,0.000853716992509356
2897,0.14873619277563827
7588,0.07942083898486604
188,0.14323411757558407
8875,0.017563921797521864
2339,0.08121325276174972
3759,0.08362917795020515
7923,5.9214538048412294e-05
8246,0.0516644406678839
704,0.0984607321384821
33,0.09665317971914424
3747,0.11674255600971666
4354,0.2482909634497623
2708,0.1525130166963484
7332,0.07634380088907212
7472,0.07826519673611396
6593,0.010947357294753692
9415,0.0616466423863908
3076,0.13559994505446296
2229,0.13015936585190535
5494,0.06668014020635549
2732,0.15296222650337532
3729,0.11525667459352625
666,0.140684310021965
2407,0.08371362785329776
2756,0.1250362121122095
1002,0.18065834555556226
5100,0.045571815129010124
3824,0.11344479455577372
2363,0.08450329200154685
3611,0.09439165925501013
3532,0.08535365430916678
645,0.09990119085245293
4694,0.15086740551117486
3859,0.11866414799368595
9477,0.050518099017409085
11,0.1588662514209627
2319,0.0837852016720747
1682,0.08132043394447949
8281,0.05415312578599829
6839,0.0018212657083751765
8499,0.006251581393117461
5258,0.05842445646091372
6737,0.0072477300050959375
4964,0.04838901359004995
5607,0.025502029684748902
6093,0.05014518372130203
1235,0.11832695021418466
4413,0.08213584250021573
5880,0.011885530673485628
6826,0.003567929699266765
4993,0.05988098204750445
5810,0.04363207297408027
1835,0.08344484471068409
4802,0.0723052831660114
1891,0.08363334145996923
1703,0.0828179007071074
4221,0.1107472749376724
2921,0.14768607547363222
7736,0.06842074834902079
899,0.1886122388634353
3074,0.09168134044705856
8352,0.00798452614487745
3280,0.11673788573292462
5717,0.030643211070629887
7254,0.07774094716734492
8581,0.053597810692402194
3774,0.10013690868700384
5569,0.028491562199252793
1459,0.15117932361105713
1230,0.12047753085913307
6139,0.010741288669993307
382,0.14725035708086148
7496,0.07673505327171769
4331,0.21252960157652104
5660,0.017962749705704262
6337,0.01135190122683252
4546,0.13225366067601704
2867,0.15072748817802767
674,0.157167869830585
4258,0.08154423866911956
6048,0.07304612302944062
255,0.1493232621549255
9094,0.049514489434297135
7140,0.036294490342913835
4298,0.20980784862840512
5619,0.03947690504746541
8183,0.062322217275027285
7446,0.07870088569510253
1743,0.08306106547592858
8855,0.015125245973152191
2875,0.1381403224553363
8460,0.025091000004953085
7995,0.035254245467316106
1946,0.1299268429662448
5134,0.059136614309072674
8469,0.006148221659050633
1502,0.1213145965691504
7539,0.07626337094755962
8264,0.05099316861710866
7247,0.07901391561387826
9107,0.07938758453866779
7768,6.036227479237834e-05
7494,0.07702246901708854
9466,0.05206924322905687
3447,0.12617673867942278
1403,0.11991758361015985
7677,3.182529637434408e-05
8437,0.06323902108633637
9307,0.05107661176412368
8628,0.006252499713529687
8791,0.01113064900881242
7844,0.07665940712731725
9448,0.07834514588096761
4778,0.06593344692396676
9309,0.059775046581743436
4371,0.0875296530415407
2141,0.1227060038418972
1875,0.08008715925155138
4794,0.040714581110664505
7195,0.07625283448510888
2405,0.08197866414380682
3798,0.08448821464175436
4089,0.2482530149189701
4344,0.2477680068027106
639,0.16802794407324595
1135,0.10481218289787587
5766,0.04538255835650926
2914,0.14893515990184386
125,0.15853803341432735
4673,0.1501312300454539
3066,0.14599077461570878
2800,0.15706246543109798
9211,0.06370092324504847
9345,0.049978707833441535
792,0.13913857331368504
3442,0.14104092350355146
7068,0.05311795624649189
5604,0.02580329397319108
8225,0.05149303474968052
4649,0.17338343438486367
6556,0.011294205197438184
1802,0.08049296594641966
2733,0.12205541972906535
3153,0.1372522993331973
9002,0.01381227018096719
3127,0.15151070006765266
4049,0.2381248792308899
8665,0.016359859383307866
6458,0.02393316745477252
7691,0.07832785562113935
3364,0.14710350202168285
2017,0.17693445125639606
6365,0.013452673430691302
7831,6.32556323757528e-05
2270,0.08097946176721506
8696,0.006912285234439661
2115,0.12556714248373818
7064,0.03495730391106057
8207,0.051470434394507325
7769,4.688111124402522e-05
836,0.08451697312507435
3,0.0921029205628566
1953,0.11758949444814945
3004,0.14852289977003627
6623,0.011192294692433592
8961,0.06369368359529268
4250,0.0818436666858149
2583,0.10509387664584358
4919,0.06894891872693464
7811,5.9326569066338744e-05
6086,0.05310482570602138
352,0.11981792553098745
179,0.0886632458924975
8194,0.07572210360550331
4739,0.1545800061344145
7102,0.07793254891424006
8687,0.00797286386189287
8593,0.0056371403694891855
3875,0.1038342588793591
7912,0.07112506220343932
2865,0.09962706187562656
8836,0.013287685386064051
7003,0.025738074028674725
5440,0.04130789545519393
443,0.16773202075026186
6887,0.006469494297330809
929,0.14631851485828434
6767,0.0004056321137597625
2497,0.08994125336059493
3812,0.10921436509414102
3949,0.11431797780143264
1710,0.08295351398294673
2421,0.08058440736801185
4740,0.08980596070645099
5689,0.04109745466664863
4517,0.1174068732981121
362,0.0878063187531943
801,0.2407256514181497
851,0.15286980229885366
2801,0.1820159318765772
9419,0.07993229757598827
7275,0.07715389812840427
4246,0.08790460690640356
3248,0.16418028991366534
4941,0.04819369954996997
1723,0.08312690176683807
3284,0.08483912818973291
1675,0.08277384255099035
637,0.1015551918940471
137,0.0974697033618897
5824,0.03095781821721352
1247,0.12517389556674755
1998,0.18707307393315675
5646,0.04430023829949778
5299,0.049309733281093976
3522,0.09318223122813164
1592,0.08293350847513681
8994,0.010928405689175209
7626,0.07423260964839444
8375,0.008380522761916656
2069,0.1885220160790204
4729,0.11044861092581276
9052,0.028929898187561837
8579,0.00010205454897675633
7501,0.07638195795454103
7695,5.691403759115461e-05
2689,0.16083112778155628
6757,6.643349478861791e-06
6123,0.07288918408855499
2272,0.19487947465461566
913,0.19807141428294373
5898,0.017789812794008382
214,0.0869648782263546
5044,0.057101916624066815
4227,0.0830636726813965
6670,0.016760490248178758
556,0.15049873375465278
6512,0.022215521939446804
865,0.15459021782295096
8386,0.0071326263365354544
2688,0.205218605068596
8916,0.062357866435992435
5350,0.02216979797602745
2196,0.1245106491314016
3014,0.15172125085380672
3919,0.0811929566353846
7269,0.07748075030580441
9005,0.0111920764551572
1562,0.08219766642597644
7176,0.040006874415862106
5650,0.03257202156288218
2340,0.08256153858339628
821,0.15140300258406492
3514,0.10857864537865357
5528,0.04117322103355454
6237,0.046213085943331296
1179,0.15180626345640036
1029,0.20181571250075198
197,0.1601237078879144
7293,0.07723566152361992
1949,0.1745531258231876
9121,0.05591059669883097
824,0.0811716637287475
7233,0.07649258078965229
1476,0.13914353195125628
9010,0.0007167976104859678
910,0.11817351073235538
6039,0.03602681345936329
7622,0.07800604153943055
4071,0.2353212900521646
68,0.09772684008211896
8902,0.002580585748640853
3599,0.12998252062024335
7376,0.07946551417634112
1148,0.1464067817142996
4779,0.07076417626304889
7291,0.0766654197812075
1316,0.15465788213861906
9135,0.054874839557311886
799,0.2311955519429405
1344,0.13745088989332888
6999,0.0015002001034534768
2197,0.1866598204656323
3850,0.11921209119881207
9295,0.07821493676340446
9393,0.061667984419377625
222,0.0941094121780406
1014,0.1223547467509748
6518,0.010993925097846307
3013,0.12032959883959575
3467,0.2338186757269904
9206,0.06951043224182164
492,0.10606028909745392
9008,0.02033182876054885
6396,0.011123854036146257
2095,0.08900470719555686
6130,0.04761563112639169
4939,0.07984330171708906
6789,0.0042126320872227325
3656,0.11879401524472533
3740,0.11905007808258287
5747,0.05296936095081594
6584,0.016748969535938334
1163,0.1134200337250327
2097,0.19490068248014952
6020,0.06398450999926035
8912,0.011854188377309793
1134,0.11185918024629414
6363,0.0244443637488774
4194,0.23722107099417056
8144,0.056225783491502576
5449,0.024743822294347767
3104,0.12797939561156568
2478,0.1480156017754329
181,0.15636683799381842
6466,0.010991167511409257
748,0.15847904221904469
529,0.14327327349229713
6707,0.04623754351461706
7175,0.07943676978159768
8162,0.03948097294523753
2993,0.08527194379419248
989,0.09311236272489906
2004,0.09210201238648084
8272,0.05839915683207341
4188,0.2385034112756671
4235,0.2390454571031517
4203,0.23184944157684986
502,0.16007945515450908
2444,0.09437174023037312
260,0.0952263594921683
8051,0.06179401107100178
1603,0.08245517939157841
3078,0.14831670416375967
6307,0.058732331955198426
7250,0.07692079409864176
1746,0.08068607676650183
5585,0.040443750824244944
9413,0.07963019659713823
7980,0.04347874217949922
2034,0.08135894553922894
8470,0.00481998137636353
1660,0.0827513837015053
9146,0.05008515430117043
4151,0.09316062462789708
7350,0.07623231901457796
1428,0.10954391097385108
884,0.2077481779551608
5013,0.057673399393405
5644,0.029950666449311325
396,0.16816567716714348
5183,0.027134531155869127
6424,0.007573078680465335
2271,0.13366078381802785
3230,0.15987488453993595
6169,0.04456231179384424
4093,0.20829791953797536
1045,0.19681620812158954
520,0.12246049958080896
5309,0.02703774518931113
6938,0.00027728306922868986
4907,0.03984848991655155
646,0.1597582342308587
8545,0.007149957055186825
8834,0.002052514291131923
3091,0.09970005701651127
1930,0.09223592830232448
6001,0.047683171090466325
8564,0.02137572918583644
7537,0.07819385376600169
4167,0.2467184052948393
6164,0.060002262595693225
1907,0.1848707228348917
8369,0.05780993523536392
3331,0.23408635779793305
1528,0.13513578454139594
8740,0.012267088074164764
6817,0.04900750442219867
3993,0.2291015982638437
3402,0.1242950132046896
2532,0.08218641249170264
7969,0.03883529703211276
3610,0.11007965022906024
800,0.10329452447508733
2900,0.08259196116838569
4036,0.0922993112818407
4204,0.20793295367757608
7752,0.07493346639730686
5485,0.02838356201235897
3218,0.15170052469656356
3946,0.1061633152754983
3024,0.13622937353410938
57,0.08341230045002218
6239,0.0477956266626607
5981,0.03738009821455918
9357,0.05387016444389856
1616,0.08360199970424924
8537,0.005623190069171808
2401,0.0822110788407674
3509,0.2328754724021588
6504,0.011416696930324223
2844,0.14342051454314333
3357,0.09410538167968063
6066,0.03584169503467502
7565,0.07922617132397754
667,0.123625935566026
9312,0.05376992482228666
4960,0.06215701069406754
6618,0.008291317319494606
5803,0.020785185443073832
1518,0.11266450936732975
7052,0.07218219512979639
1899,0.17722609858561178
6320,0.061049995323219676
8835,0.07429534597492811
2929,0.1357452947466792
6233,0.010324240288776406
1483,0.1434301397642419
1687,0.08350185891255392
6835,-1.4341007462555366e-06
9059,-0.00012220830477775293
1056,0.12282151763980473
8837,0.07744913981436198
6454,0.011069916166615266
1504,0.10916756109889772
7786,0.07036834382262731
5016,0.05911021293050685
5645,0.06882465364064724
3358,0.10629077611687687
6009,0.04475345553798933
4674,0.15466446288530405
3868,0.10958483015472607
1078,0.17504458663098355
4400,0.15544633080619633
4481,0.18930529522330106
881,0.2081724123059692
8968,0.0004487383216810958
4935,0.05675094344275178
457,0.16075479808761728
6012,0.06951905194698184
1992,0.09150575530893272
4289,0.0908799530857655
318,0.09406051258156542
7313,0.07614858161461947
9053,0.029064356724951432
6948,-6.532652448226762e-06
2783,0.11738758233040918
6776,0.00488668874191538
2677,0.1906552853425616
5122,0.03921118417482845
1077,0.1494593564011175
5519,0.02682872861876993
2852,0.15613053737423116
3477,0.2320668938714857
3909,0.11553221433068744
5955,0.05101128137087469
2243,0.17602910786340242
3703,0.11822800320403196
4611,0.18450386430233373
3766,0.08783138903697812
1845,0.08314275584493536
9258,0.07438854676311539
210,0.09383777826907902
4165,0.24754229370421024
8522,0.007591259792581759
4013,0.084728278452816
6527,0.012566431055910831
4248,0.09309515656624058
2587,0.1682168578876007
580,0.12542661739529604
3603,0.08923525123134064
936,0.12254661580294088
4732,0.10242068032770202
1671,0.08340112899140914
6457,0.007443392278549053
6529,0.010936518164635691
4,0.14652579674931987
366,0.08309558262678544
9335,0.04953154271526821
7119,0.06869592898584047
6011,0.07578260642275753
3953,0.11822970718062048
3080,0.09490679890428892
6397,0.07397767121223787
2544,0.18736993738455365
268,0.0961855638066689
4311,0.08365255031684535
4399,0.1526213599168565
6402,0.024167834987942484
5194,0.07496158001119878
126,0.11566804428428445
3135,0.13365849300101773
7706,0.07794190983905755
4050,0.09003542476473363
7324,0.07639853775327249
820,0.16023236397915389
5312,0.04168016282120287
6284,0.03475777716865412
4317,0.09300784659643828
6688,0.004798344561914993
6717,1.2162204559754704e-05
3861,0.12007880273925645
7318,0.07753392934003221
3841,0.08966583624111438
1358,0.1541216581685593
9136,0.049470712592499626
8972,0.01765187546040518
486,0.14371645923102394
6294,0.05393698983566859
440,0.14991575627672385
2842,0.13346826816618507
1304,0.10831927428540912
8572,0.007958315556573742
506,0.16342733278676233
8091,0.07427036089691064
2755,0.14122392607095752
4954,0.03936732989513442
5592,0.014556260018366915
794,0.20838047409619173
4197,0.08434912764273708
7475,0.07985784814485268
1738,0.0831551345261572
8595,0.006124608791791112
5366,0.021241320295579874
9360,0.07066475754335487
6824,0.0036934185663163397
9441,0.07149714426232373
5829,0.01685234613669389
876,0.15083675793369467
3470,0.09655574264409184
9414,0.07287941768156139
8625,0.0027977343241850326
7169,0.04930963587953882
5001,0.07791796089278108
6761,2.513364249498971e-07
7679,0.0715677732543035
364,0.15475070827960447
4278,0.2270750767083802
8655,0.0739967329076757
9363,0.0641081260407157
4215,0.20804544415587686
1009,0.2082740471028784
3796,0.10003212378397412
9085,0.03638074384663911
3039,0.1378288293019871
1915,0.08667721883248046
3399,0.22853579210002165
2389,0.08565310527304291
2736,0.15460518852914054
278,0.08965534346683729
736,0.1565429035950233
8882,0.016075763176367486
4326,0.092573691590392
5630,0.05918642675284791
808,0.17545911635328626
3411,0.10399882135179936
1231,0.13737282596237135
6893,0.004180635978159734
5613,0.012540051744962968
2868,0.14110823743404494
1991,0.0896984431718957
4758,0.14924780747821806
703,0.16499302558209325
6490,0.010557010467741905
4687,0.15472549217560333
8664,0.042543548950834655
2472,0.08909967622604087
1246,0.11247393019656476
5364,0.022264455906645768
7904,0.0756367830791328
2714,0.09432673775020413
6270,0.05613742450998587
8624,0.009064653941386272
7349,0.07635937028438529
9450,0.07855763473693772
957,0.17173404971592282
233,0.09196315575023346
4543,0.09175586693515013
1277,0.1105823467977903
9000,-0.00016845373685239585
4865,0.07685206947992805
9276,0.050387131676529605
4846,0.0557878307726951
3293,0.08981078400513598
6321,0.056790331199104725
6155,0.0637799824077151
5447,0.028584223060640325
4067,0.09207804097515304
6901,0.0052593676677749075
9228,0.07345599290554956
6043,0.06278982459164617
4504,0.21915646416805407
287,0.08999413171348558
6880,1.2241722615598728e-06
6514,0.0185942790563322
3475,0.1156035061947853
349,0.1597769169736115
8456,0.006481948978034005
1608,0.08340579500037781
1666,0.08329476326583488
2624,0.13871390311656578
4396,0.18052863964579344
403,0.09236893519037856
7693,0.07074712838226911
5790,0.05383061483186968
3991,0.2338756880516205
1034,0.20133522176464327
8329,0.042803088950139234
1114,0.11183297161146044
9103,0.07813306107006894
7935,0.0792279955798899
1584,0.08366688327073972
8644,0.018026828050134544
2692,0.1307711056744439
4030,0.2182014584846541
1086,0.1653008431985505
2594,0.16017028124210056
5270,0.02658117488801072
1766,0.08279286160068558
2886,0.10056308141139114
5053,0.05703284704716347
5169,0.057251259009048434
870,0.1953514634516133
3969,0.09073658056536783
5819,0.0433737108701639
5890,0.05202450705192831
5282,0.059750249037820766
8003,0.052947639475099416
1974,0.11733456438408425
8477,0.042380223418161236
4803,0.04957624060957325
2413,0.08285481187672848
1355,0.14212776656662118
1042,0.2405675027484181
8941,0.01785304513392881
9240,0.07920658671548657
1789,0.08325473435238481
3189,0.14475002855156452
940,0.1336307935641071
7577,5.886864525152001e-05
9145,0.05008289226619572
