,order_3
5329,0.017345175695294566
1518,0.08091359232862573
5096,0.05441985609250389
1899,0.13044529020048826
4145,0.1088216899788674
8476,4.726353188927335e-05
2929,0.16123008241969158
8426,-0.0002626100140172488
3577,0.1354505850574549
1687,0.09975581937279956
7894,0.05736480550685798
7361,0.07936587622228762
1056,0.25251224424974994
9036,0.05497931782302453
1504,0.11170840808467357
5824,0.05719536539434977
7842,0.006905670148737772
5184,-0.0029620856777713518
5522,0.028620866091566607
4287,0.1400589925355981
3258,0.11442326979946672
1078,0.1553623987491221
6805,-0.0005687513613273793
6681,1.1865396062581771e-05
8606,-0.000313521025713806
4528,0.1316861043000766
457,0.13192105538805865
1992,0.09270401020591
3773,0.1704532728599983
318,0.14911253842573596
6741,0.003704802253946324
7695,0.0740452772329212
6402,0.008533087066303558
2783,0.17212240873686185
6243,0.05510359029966348
2677,0.20336657843260475
6160,0.06651443142835177
1077,0.18166750673298326
8945,0.06447707887319706
2852,0.16959694081569668
3290,0.24243726895613826
2243,0.22291336679924784
4227,0.26197166664994465
1845,0.09062533348879256
8883,0.024931011286995867
210,0.1613639940300849
3555,0.116547871031378
6164,0.056842464955288816
3376,0.10398452713794716
6007,0.06434746690071813
3697,0.10125337662607524
2587,0.1902427754213547
580,0.1671264667334571
936,0.21542206752932644
3521,0.1273152916698691
7958,0.07022677642243165
4651,0.15832196031465387
3920,0.1838078587250329
4,0.09845037125714998
366,0.10094572917636432
5126,0.07545965306090115
6557,0.04875637946207861
8239,0.004963211251820286
5633,0.05220942669355951
3080,0.10832535919458526
4168,0.14106780454729248
2544,0.16662134403963225
268,0.10137465286908004
3818,0.1826355683154782
3957,0.14415796412705578
5890,0.032161044851779154
4571,0.11311100037949748
126,0.15815889406465508
3135,0.17234087270128046
5437,0.029824341224994912
7017,0.07080908251228771
820,0.21530766437378174
8632,0.02923048435814195
7548,0.07911168478832789
5000,0.03794984343406358
6553,0.004704494519634461
6187,0.055584725670932256
8626,0.029933276790184593
1358,0.11023719759446868
6155,0.011991171095776056
5882,0.0604360607668132
486,0.16076470572937046
3831,0.12412810680972232
440,0.1666994773454641
2842,0.16876210953974932
1304,0.08699666146291937
7920,0.06198064789943372
506,0.09868861226301984
5701,0.002575696816370314
2755,0.17096148524122204
5820,0.01586767239238013
5029,0.07497064987214533
794,0.2335727880605028
3604,0.1610087195055025
6695,0.008354485521126515
1738,0.1059463378233986
4924,0.06543710279713934
7068,0.07744591075921703
9064,0.05131691817301612
8467,0.011235417482745926
876,0.17529919138329628
9037,0.03199834310684733
4417,0.19377715166617465
6607,0.008475065769059471
4589,0.3106465221008893
6229,0.05634892392171863
364,0.15975086781274078
7628,-0.00011576480391719931
1009,0.08631760158780866
8717,0.01727552060649229
3039,0.08310666097652195
1915,0.11801780453407602
2389,0.09404807341600477
2736,0.1466572305147509
278,0.14153390566439986
736,0.22498894723692245
8522,-0.0005633320917724032
8288,0.007075941253416251
808,0.21448678195649806
1231,0.14054808064057836
5017,0.05962503541093678
5154,0.024080748431589128
2868,0.1581552377674698
1991,0.12567848801092224
5025,0.021745865588082308
703,0.2559955972972607
8696,0.001427456242306104
4300,0.12311126427502828
8312,0.0420134865806534
2472,0.08801556697826407
1246,0.10578291754509253
7603,0.07800788961230062
6857,0.07473101836527632
3329,0.2384477504154917
9072,0.026888137697195558
957,0.2329985396401821
233,0.1544726040442778
4038,0.2638693327654822
1277,0.0824696584071881
7608,0.07733337159252962
4928,0.06485167613671823
3293,0.14480075596978995
4875,0.0645438262732013
4177,0.3024658834027375
7973,0.024126422282834743
4246,0.13940580175897085
8855,0.0009903050540829546
5553,0.0340250997448812
287,0.14773460691596613
6337,0.01395106978752007
5995,0.06954766900168884
349,0.1005903809942444
1608,0.0948774412187588
1666,0.09971864070328593
2624,0.1973916042232738
4600,0.2388752283752243
403,0.1875565967010273
6213,0.0623429198792915
3357,0.11541977782959124
1034,0.1454969156565106
7780,0.021664295366650942
1114,0.14111426000799754
4306,0.1357716060915248
7309,0.07096619876832365
1584,0.09471031399649768
7313,0.07246916696005816
2692,0.21009333207501252
3391,0.13322576415113366
7868,0.03317339731307952
2594,0.10596364094778844
1766,0.10474503609076233
3530,0.13627145515763542
4636,0.3376829606885095
4741,0.3117455452266885
870,0.10143298468753452
5343,0.03976614724562927
8852,0.03399322159075506
4841,0.03525934014902092
1974,0.11411148125500115
4410,0.2305660753543991
8048,0.04997486556578197
1355,0.1101019029428262
1042,0.17819854255653306
3671,0.10310413033189476
8867,0.05152658179452683
3491,0.0968719373242123
3189,0.1461713911464107
940,0.0859937122533479
8541,0.0056610211498431895
4819,0.0636774887016858
3689,0.1128444316569889
5147,0.06545827446877242
416,0.11218009700533668
7750,0.07743461760852965
4597,0.15365243433241166
8191,0.01076282166899907
2157,0.0903468772254192
6957,0.0437109660542397
7658,-0.00012670675115269238
7798,0.054836349722349714
7323,0.0746758197444767
5,0.1496264607912934
1819,0.09601965596657837
9079,-0.002831661183041589
6511,0.010416652835676629
6584,0.007278104466630448
8623,0.003340443830972732
7864,0.013116237205963908
8680,0.010139267398379871
5926,0.015493760885319785
1228,0.08713562219703169
2611,0.16932835728779902
7934,0.02095925320180484
7312,0.07848263811534774
7037,0.07071779295573269
297,0.14967907181389664
4796,0.0530960856419796
1497,0.0859798199731056
5520,0.013277476353154157
5961,-0.0003824045554001689
4688,0.15205378013756612
1862,0.09747778490415272
996,0.252334831536063
5686,0.020092821982112086
9062,0.0462861673655443
4008,0.11029705376535584
8948,0.04237376108947148
7098,0.07957115885752132
524,0.2754387508595886
7694,0.018228036726686343
5779,0.02709230488766545
4801,0.05712069908800981
4660,0.1910114757396584
9098,0.05202540240533776
3903,0.11019126604565728
757,0.2469753845084789
1412,0.093918243085777
4315,0.0954595556609014
4867,0.04086636134279188
1665,0.10130769025462934
8420,-0.0031596095595517863
7460,0.07778711043507275
1501,0.11258497253565647
5327,0.00042148719241406896
6669,0.0270889869328063
9019,0.03769453403226528
5149,0.028509461813633417
4175,0.13325835352147175
5460,0.033331340752229814
739,0.11880315702355534
6921,0.02964921948857035
4748,0.15320773812841051
304,0.15234911405322205
6374,0.011622326493507822
4197,0.13602662168501398
1935,0.16208462814353486
4471,0.13450320949849578
8922,-0.0028662983982680576
611,0.1043933196266247
5950,0.035511870495356465
2967,0.08648008418444242
3614,0.08510660916272772
8975,0.006193855607533344
5600,0.010657601782562665
1072,0.14040667788108244
1387,0.11862686583913765
7555,-3.93820047379411e-05
997,0.19264700046600752
5055,0.07057397153596956
5182,0.02743123328200206
6301,0.022980644665982274
5991,0.049237796500598896
5806,0.04168395364786477
5835,0.02662117629503296
985,0.11929883241923285
7396,0.07737314661250616
410,0.2744316303869271
7626,0.07732099678248787
2753,0.1255807179329047
5871,0.013539462703815484
3756,0.0875937255133541
1637,0.10423670150768242
7503,-9.35677833450586e-05
502,0.2672923334333057
8524,0.030437742143389963
3846,0.17398841563335707
5134,0.014830654916484762
2506,0.15790402498058334
2878,0.15231951029105126
4994,0.0632881312337531
8211,0.01642436750698989
3500,0.09591842185067767
727,0.12177866937992365
1374,0.10809649444699564
3218,0.13845731491647906
6025,0.011845375034201277
3983,0.13163367485497635
1847,0.09846414660356738
2015,0.15063496025816306
6487,0.0185571029072119
8509,0.0256040638882228
8222,0.026004059863075864
4977,0.038393105829653634
2284,0.08262225593172916
686,0.20698720997538647
1789,0.10566829931270258
8192,0.04319952679330634
7822,0.032219070010541265
6036,0.056942553372614085
5431,0.02008553263538764
4434,0.13323748582494113
9040,0.06433304897289191
1470,0.1099629125364786
1791,0.09812204744611444
973,0.10939166918601996
4222,0.08504018476715243
1558,0.09105908698475602
6015,0.05711500053737685
7345,-0.00011057461041457819
2538,0.1378682840274328
1147,0.08376668089075155
4288,0.3046192092592118
8708,-0.00024148242082848358
8009,0.021063608417866315
2540,0.10745930689811033
4966,0.04609870678685589
2169,0.11885911529536218
4283,0.13545698625133915
5228,0.021499782604984256
636,0.21209566332651825
7362,-0.00012652992590396456
81,0.0984164697313032
6663,0.001136662581534551
6729,7.19879457121228e-06
643,0.2651078101179348
3147,0.1745017562254195
8707,0.0005925554841628555
2976,0.14059028159691656
72,0.1486401538903355
7783,0.06156971717302109
4512,0.28451984265315045
7811,0.061705108851468675
8846,0.040217781546123633
1247,0.08128881698259638
2886,0.14327343450277893
5663,0.014047548928245859
6262,0.010078555479194656
6185,0.014324892435144631
7385,0.07752255664942187
2194,0.13856691637387453
3126,0.1738062041571729
883,0.10424573931666893
1384,0.15872016728443014
1561,0.1058338528425432
4422,0.1576984337339713
6540,0.03583791232200883
756,0.183669822112188
4075,0.2662134538229851
7619,-0.00012066324574952938
3987,0.11461869295919827
1925,0.14245691725304194
5809,0.01990662263598559
7535,0.07792225115260709
8634,0.009903652204129957
2721,0.19339475850204707
1023,0.12791096721713308
5708,0.03233789849130265
395,0.27462550345421943
6318,0.015035032427342531
7152,0.07495559831279948
1345,0.17915851096030133
7095,0.07093474091186243
4280,0.09989024977737704
3817,0.16036455411786704
5877,0.05076439394044814
6985,0.019236392338039227
237,0.10070806438238232
684,0.1439642239309526
2714,0.190553417562363
2437,0.08801397000126991
6777,0.00013834730178367092
4395,0.15539825814539762
7454,-0.00012665098524635663
4284,0.10369439669605902
5758,0.020134221374229967
566,0.1874335295812051
4935,0.04442156410803759
1859,0.10321754127360626
8464,0.057059013671113414
3883,0.08539192500834465
3053,0.13144711795423264
1483,0.12587293969822674
8159,0.006791112780116253
2687,0.1521756782968013
22,0.12817323828869856
6760,0.007037352592257602
6075,0.0621617083363826
7450,0.07746795609278928
8668,0.010384089947414916
2331,0.08791801347401725
7034,0.07077743020962747
1889,0.14554453608268875
6389,0.01751689722780737
8144,0.04115482541209712
1626,0.10512408938585337
4167,0.25763615134860063
1173,0.09757354579037153
5198,0.034324461651547525
7369,-6.819885460938619e-05
1881,0.16819287349290832
1771,0.10373284532308334
3157,0.13953328150179492
6126,0.0015510885409915874
6475,0.005538573885182756
5606,0.006901317683945239
7081,0.07501165139938848
689,0.280742233438289
7904,0.022900000858398654
4662,0.2514555323754311
5293,0.013342714442454644
445,0.19405035309075905
5840,0.02097518190866737
7215,0.07371797692876524
2663,0.19595787952008667
1399,0.1533941383870367
3068,0.1702391851540938
7791,0.056670790365183785
7752,0.041130455223133966
5486,0.015638370097211626
2011,0.1216082704794528
242,0.10003668933116956
8156,0.006398905196230844
5328,0.013667829021116728
6637,0.0037961576748539545
2653,0.16699636586752512
6049,0.03783741378583756
8965,0.054027715963501116
8552,0.058666534695198384
4009,0.3229381163506482
8987,0.005665108716545443
3900,0.13717756892789268
5899,0.07418570313679862
5289,0.0048805535895575505
3607,0.1075001070681246
359,0.15444648618228468
8739,0.01354765813278054
1950,0.11143827765776848
8679,0.018419953306114047
7212,0.07242523029441689
2534,0.13663431354709918
7030,0.0737354972953276
7087,0.045885615030911264
6481,0.017314839367922445
7721,0.05062055975633594
6567,-4.211604670167732e-06
8292,0.003666248866823237
7661,0.07949929482079762
1625,0.10204173782836898
3979,0.14314551699480133
8491,-0.00035104861931506426
501,0.2869436055382997
2228,0.17096721811743676
1176,0.10463627703917493
8577,0.010075540109092238
8155,0.029490382868616445
1621,0.10545218440720704
4030,0.08791811806623907
8137,0.006068929873376671
5073,0.04221629767668892
70,0.16230387128970672
5497,0.032683515771326103
4729,0.2187038984878796
3107,0.13414800843800698
2130,0.12526959684136185
3504,0.12149463748184446
7230,0.07835078934856159
4593,0.14620881494953147
6624,0.026412373169311856
196,0.15626540467418493
7321,0.0755586211607566
6576,0.007944516100898486
4520,0.28815563627076746
4534,0.11761356560625492
2334,0.0954637015790647
4998,0.03497339433353898
9021,0.02340182234189381
5989,0.057712823271150175
6605,-1.3244285578904934e-05
2340,0.082382517470964
7132,0.07785515533449316
5674,0.038456952006292566
5061,0.035584290077674365
117,0.13387321394630838
2990,0.15085228855023375
7093,0.07071950842774685
1812,0.10181722221147503
7647,0.07766903113020537
428,0.28455404704271753
5142,0.0648397556237727
370,0.1035514232542084
2991,0.14208522832862158
7998,0.021882413082926745
3851,0.08490301740502029
6790,0.0049310802160421035
5398,0.007202317632699483
4032,0.26149646375311797
3108,0.0827700010738169
2918,0.09739382178108312
8063,0.007869741063552056
582,0.12131891762595295
1013,0.18520385413720325
632,0.1577488129779844
4364,0.09992135495678084
6458,0.01137577811411004
221,0.1604078840100487
2837,0.15470891578554802
5897,0.0626678045426511
620,0.20635543946578166
6566,0.026972967423546792
4432,0.16091171522241646
8436,0.010359366510024087
7892,0.0401314632153715
1298,0.08490472691385867
5440,0.03314159254403377
8548,0.018921429058091733
3990,0.15672905617172195
8936,-0.0018264977183797442
4362,0.12700093211677727
8782,0.035713980353504975
2667,0.1871134667954885
5080,0.0338392070034374
4219,0.13075685588922806
2840,0.09951777087490216
4719,0.14134545147487934
8952,0.03228430589150968
8897,0.008164935709401359
5923,0.03355805104956354
9041,-0.0008124941030188903
6084,0.06029856918837408
4365,0.13756698286709707
1984,0.12627500318638488
6117,-0.00018271924648064405
8202,0.007156748363255265
5919,0.0006429533872360238
4961,0.010967119290123652
6500,0.009994724423911187
8816,0.0017900885114275774
6053,0.011699286010348862
2883,0.14006821037444075
7114,0.07456505079793621
2304,0.10785201968388032
367,0.1439151128267115
7464,-9.85621909018228e-05
8106,-0.002096048894697143
1556,0.09303369557863578
1577,0.1049538059775745
453,0.21883593582952884
3242,0.10828652970458227
694,0.2374298676636713
9003,0.06744766708037245
6845,0.02344244318101304
5332,-0.002988950747216018
8352,0.008993165815613073
7518,-0.00012670142721339474
4669,0.16082774372908504
3867,0.1874562797015672
7675,-4.2640405141549234e-05
6061,0.0629730287707254
4302,0.23531212521780884
2514,0.2036780256815656
932,0.10415929511927066
3676,0.1470844654133848
3419,0.09973437308392498
8307,0.007404841362121455
5047,0.06051596543759714
5988,0.05545027902573557
2246,0.09549033738833254
2095,0.1263838576202819
8105,0.0072043297095935235
3239,0.0993063658220591
8386,0.04031037499406434
6325,0.012770595038036372
3308,0.2383809422171425
2036,0.1407038560942503
6366,0.019576971692875842
8234,0.035598251435966136
1918,0.22284568178678574
1020,0.17213142206166662
5766,0.07215733620455758
8663,0.013135892511588006
8084,0.005902552158523988
881,0.2412405235830724
6512,0.00014596318871029507
8035,0.03867293608586835
7427,0.07727814061544078
988,0.16030687371728658
5218,0.006318508840916364
2197,0.0928264684833847
548,0.20777781745295126
3906,0.16778031692422746
8475,0.008182659772662358
4396,0.16074011287209342
7487,-6.073631538282672e-05
2490,0.17072418261083852
8553,-0.0006938913622653876
795,0.12883580920190085
8620,0.022152981811943414
3938,0.15626926872126842
3802,0.15847665937058705
4738,0.15209687324610344
527,0.28282536903566674
6944,0.041480953438845586
145,0.09910883040257504
5326,0.03231580106472513
5179,0.032596509272259475
4809,0.06067606613216123
5649,0.03285261181632187
7140,0.0760512091919956
5018,0.0712703963804548
1807,0.10384584905878284
1662,0.10506217304534364
3809,0.1003716220670145
3506,0.09878112576754718
8403,0.010414695633244049
6359,0.023610326266839333
1017,0.15427576620802516
1897,0.12646089547175324
1884,0.16786391408851178
4326,0.12025445532378005
6468,0.0237173860110408
337,0.09805404036595314
2640,0.13773250232446296
5660,0.06370749470107273
5980,0.05928613989968552
8624,0.02896018665517102
4453,0.11925179874592592
3712,0.1608189196243105
6280,0.010412977190467056
206,0.15374072991446466
1987,0.1399967458971835
1424,0.11346256532124012
2326,0.08386057343404096
8923,-0.002570546354559291
7144,0.07576684082013023
1941,0.16945757215556362
5478,0.061595224265859824
2803,0.13249730391374007
5869,0.012409687391797769
7294,0.07790742889472019
4901,0.0366654224082391
4594,0.2668981842201889
1877,0.10582440385364962
880,0.17243135900846646
4184,0.3229526573649873
725,0.21749009547087
102,0.1487243890259839
7372,-7.206011736795147e-05
5355,0.010679471084772723
1357,0.11133417718666304
5774,0.019560948579325343
2637,0.13867864621156345
2275,0.08308606363399344
4141,0.3132835397900429
4915,0.06881201994496579
3385,0.16499491034054498
4683,0.15505296807412808
1251,0.14002882863882646
289,0.10247313585088984
7142,0.07105668649247887
682,0.11383572387514156
5089,0.06348055955375344
3205,0.14270874519642848
2890,0.17037044817456407
3659,0.13194936427621065
86,0.15257627226289067
7459,0.07722928642078733
2145,0.17736697755290787
2444,0.0890182479852896
4474,0.15001179013716792
6330,0.012065443123282131
8133,0.006976186068140423
5222,0.033656788676497344
7457,0.07786711016508042
7697,0.06209347644880096
5455,0.027784713453824425
8703,0.023594470958891868
7632,0.07910001964860815
4053,0.31813039703037965
6141,0.05621449905133034
1777,0.10603226452622076
7966,-0.0007190277381781643
3442,0.08105799522700897
3481,0.2386798708758681
3933,0.08455764289482337
2951,0.10785844730725287
6908,0.06464205024433513
5916,0.05865421752803605
5837,0.002138153094528975
1091,0.2513825517026055
6722,0.016398699913000456
1364,0.1735799596861569
7941,0.061477184950346285
6793,0.008582645715329256
4204,0.12879829703329235
7526,0.07955758238719683
5557,0.005923125750669467
4342,0.08731237937487059
4221,0.25298624145552673
2075,0.16524832615724225
